Id_Incidente,Fecha,Hora,Ciudad,Latitud,Longitud,Tipo_Incidencia,Tipo_Vehiculo,Proveedor,Distancia_km,Tiempo_Respuesta_min,Medio_Retorno,Costo_EUR,Resuelto,SLA_45min_Incumplido,Satisfaccion_1a5,Notas
361,2025-07-16,15:14,Bilbao,43.20965,-2.91917,Batería,SUV,Proveedor C,0.0,53.6,Grúa,58.11,Sí,Sí,4.2,
362,2025-07-10,18:26,Barcelona,41.36957,2.18798,Batería,Turismo,Proveedor D,15.0,31.5,N/A Reparado in-situ,41.51,Sí,No,5.0,
363,2024-10-08,09:02,Bilbao,43.50005,-2.84895,Combustible,SUV,Proveedor C,13.4,15.5,Taxi,22.58,Sí,No,5.0,
364,2024-12-11,06:24,Sevilla,37.33355,-6.10689,Combustible,SUV,Proveedor A,30.0,32.6,Grúa,83.64,No,No,4.5,
365,2024-11-23,22:46,Zaragoza,41.67683,-0.95665,Caja de cambios,Turismo,Proveedor B,31.7,25.7,Grúa,184.77,Sí,No,4.4,
366,2025-05-14,21:36,Madrid,40.40239,-3.66121,Batería,SUV,Proveedor D,18.0,35.5,Retorno Domicilio,61.72,Sí,No,4.7,
367,2024-12-05,12:37,Bilbao,43.2234,-2.97481,Batería,Furgoneta,Proveedor C,15.9,44.2,Retorno Domicilio,40.07,Sí,No,4.4,
368,2024-10-06,12:22,Madrid,40.45713,-3.64051,Neumático,Turismo,Proveedor B,16.3,30.8,Retorno Domicilio,32.86,Sí,No,5.0,
369,2025-04-08,10:41,Sevilla,37.41495,-5.88179,Batería,Turismo,Proveedor A,21.8,22.4,N/A Reparado in-situ,10.55,Sí,No,5.0,
370,2025-07-22,07:57,Málaga,36.67859,-4.47371,Combustible,Moto,Proveedor A,24.4,39.7,Retorno Domicilio,21.87,Sí,No,5.0,
371,2025-06-27,18:00,Bilbao,43.33353,-2.93613,Batería,Furgoneta,Proveedor D,11.3,38.5,Taxi,10.77,Sí,No,5.0,
372,2025-07-21,08:12,Barcelona,41.44264,2.18985,Caja de cambios,Turismo,Proveedor A,26.7,29.9,Grúa,209.85,Sí,No,3.4,
373,2025-01-09,23:52,Málaga,36.74917,-4.49323,Caja de cambios,SUV,Proveedor A,12.1,28.4,Grúa,144.41,Sí,No,4.0,
374,2025-08-22,09:35,Málaga,36.57332,-4.49173,Batería,Turismo,Proveedor A,14.8,20.1,Taxi,29.04,Sí,No,4.0,
375,2024-09-01,21:45,Barcelona,41.39822,2.10647,Neumático,SUV,Proveedor A,9.0,26.1,N/A Reparado in-situ,9.69,Sí,No,3.9,
376,2024-12-14,15:42,Zaragoza,41.76479,-1.00319,Batería,Moto,Proveedor C,17.0,27.8,N/A Reparado in-situ,28.55,Sí,No,5.0,
377,2025-02-18,12:15,Zaragoza,41.63196,-0.89975,Caja de cambios,Furgoneta,Proveedor D,26.2,43.2,Grúa,173.63,Sí,No,3.1,
378,2024-12-06,17:04,Bilbao,43.24267,-2.98803,Batería,Furgoneta,Proveedor D,12.9,22.3,Grúa,81.22,Sí,No,4.6,
379,2024-10-31,08:45,Málaga,36.73467,-4.41833,Neumático,SUV,Proveedor D,30.6,47.2,Grúa,84.2,Sí,Sí,3.1,
380,2025-02-08,10:29,Bilbao,43.40139,-3.05316,Batería,Turismo,Proveedor B,17.9,33.2,Taxi,33.58,Sí,No,5.0,
381,2025-08-24,07:25,Zaragoza,41.69793,-0.95864,Batería,SUV,Proveedor A,4.6,43.5,Taxi,26.05,No,No,4.8,
382,2025-06-01,10:10,Valencia,39.60329,-0.40922,Combustible,Turismo,Proveedor A,18.6,25.3,Retorno Domicilio,28.39,Sí,No,5.0,
383,2024-09-15,12:25,Sevilla,37.36608,-5.97408,Batería,Turismo,Proveedor B,19.3,23.3,Retorno Domicilio,37.75,Sí,No,5.0,
384,2025-06-08,21:12,Bilbao,43.15158,-2.93776,Caja de cambios,Turismo,Proveedor B,26.1,47.5,Grúa,211.97,Sí,Sí,2.8,
385,2025-05-04,11:13,Bilbao,43.38156,-2.95766,Motor,Furgoneta,Proveedor B,25.0,79.1,Grúa,187.53,Sí,Sí,2.0,
386,2025-05-08,14:14,Valencia,39.50736,-0.37791,Neumático,Moto,Proveedor D,14.8,30.7,Taxi,34.23,Sí,No,5.0,
387,2024-11-30,23:11,Zaragoza,41.54709,-0.98888,Batería,Turismo,Proveedor A,27.0,39.3,Grúa,82.33,Sí,No,3.9,
388,2025-04-02,07:37,Bilbao,43.25679,-2.92908,Sistema eléctrico,Turismo,Proveedor D,30.8,55.2,Grúa,154.07,Sí,Sí,3.3,
389,2024-10-13,09:27,Madrid,40.42691,-3.79801,Sistema eléctrico,Furgoneta,Proveedor A,11.9,46.3,N/A Reparado in-situ,24.23,Sí,Sí,4.6,
390,2025-02-07,12:29,Zaragoza,41.71729,-0.8431,Neumático,Furgoneta,Proveedor B,1.0,30.1,Taxi,15.65,Sí,No,4.9,
391,2025-01-25,23:24,Zaragoza,41.58553,-0.88638,Neumático,SUV,Proveedor B,22.1,20.1,N/A Reparado in-situ,8.28,No,No,5.0,
392,2025-06-04,12:12,Sevilla,37.39826,-5.97004,Batería,Turismo,Proveedor B,24.3,35.1,Retorno Domicilio,36.68,Sí,No,5.0,
393,2025-06-29,17:08,Bilbao,43.21924,-2.94289,Batería,Turismo,Proveedor B,12.1,34.6,Taxi,32.03,Sí,No,5.0,
394,2025-07-07,21:34,Málaga,36.80758,-4.44762,Batería,SUV,Proveedor C,18.2,19.3,N/A Reparado in-situ,23.62,Sí,No,5.0,
395,2025-08-24,18:17,Oviedo,43.34065,-5.88139,Neumático,Moto,Proveedor C,1.1,28.4,Retorno Domicilio,18.67,Sí,No,5.0,
396,2025-08-06,16:26,Oviedo,43.26553,-5.92377,Combustible,Turismo,Proveedor B,24.6,18.4,Taxi,20.52,Sí,No,5.0,
397,2025-06-14,14:05,Oviedo,43.38649,-5.86922,Neumático,SUV,Proveedor A,32.3,27.0,Grúa,72.12,Sí,No,5.0,
398,2025-06-28,15:31,Sevilla,37.35883,-5.97287,Batería,Turismo,Proveedor A,17.4,33.4,Retorno Domicilio,43.28,Sí,No,4.3,
399,2024-10-22,08:42,Oviedo,43.34602,-5.91995,Caja de cambios,Moto,Proveedor C,0.0,52.4,Grúa,98.81,Sí,Sí,3.4,
400,2025-07-02,11:22,Valencia,39.51142,-0.4545,Sistema eléctrico,Turismo,Proveedor B,21.2,30.6,Grúa,114.58,No,No,4.2,
401,2025-07-19,12:13,Barcelona,41.27445,2.1495,Neumático,SUV,Proveedor A,17.2,60.0,Taxi,31.15,Sí,Sí,4.2,
402,2024-12-09,23:32,Zaragoza,41.59154,-0.90863,Neumático,Turismo,Proveedor B,0.0,38.0,Retorno Domicilio,10.92,Sí,No,5.0,
403,2025-06-09,23:23,Málaga,36.65956,-4.29264,Combustible,SUV,Proveedor C,19.7,31.0,Taxi,18.07,Sí,No,5.0,
404,2025-02-08,16:21,Barcelona,41.36348,2.12787,Motor,SUV,Proveedor D,0.0,44.9,Grúa,110.67,Sí,No,4.1,
405,2025-07-24,12:46,Sevilla,37.38913,-5.99876,Batería,SUV,Proveedor B,30.6,26.8,Grúa,97.14,Sí,No,3.5,
406,2025-05-07,21:59,Zaragoza,41.61292,-0.87002,Accidente,Moto,Proveedor D,34.6,52.2,Grúa,243.68,Sí,Sí,2.7,
407,2024-10-08,20:15,Sevilla,37.44683,-6.00748,Motor,Turismo,Proveedor B,17.3,60.3,Grúa,147.88,Sí,Sí,2.4,
408,2025-04-09,07:08,Sevilla,37.30861,-6.15264,Accidente,Turismo,Proveedor C,32.0,90.0,Grúa,247.75,Sí,Sí,2.0,
409,2025-06-14,10:16,Valencia,39.5526,-0.4314,Neumático,Furgoneta,Proveedor B,14.8,20.4,Taxi,17.7,Sí,No,5.0,
410,2024-09-07,12:42,Madrid,40.55784,-3.71377,Accidente,Turismo,Proveedor B,14.7,52.5,Grúa,199.81,No,Sí,3.1,
411,2025-04-08,14:32,Madrid,40.40762,-3.65846,Caja de cambios,SUV,Proveedor B,15.8,46.6,Grúa,180.96,Sí,Sí,3.6,
412,2024-09-11,15:24,Sevilla,37.41222,-5.92834,Motor,Furgoneta,Proveedor B,12.6,20.2,Grúa,131.94,Sí,No,4.1,
413,2025-06-17,18:51,Oviedo,43.19352,-5.68603,Accidente,Moto,Proveedor B,16.3,55.3,Grúa,169.98,Sí,Sí,3.1,
414,2025-07-29,09:24,Barcelona,41.28851,2.26895,Neumático,Turismo,Proveedor B,40.8,20.1,Grúa,113.47,Sí,No,4.1,
415,2025-04-11,21:13,Oviedo,43.49181,-5.81875,Batería,Turismo,Proveedor C,20.3,39.2,Taxi,25.37,Sí,No,4.0,
416,2024-10-06,23:21,Bilbao,43.29033,-2.95671,Batería,Turismo,Proveedor C,17.9,12.0,Taxi,33.59,Sí,No,5.0,
417,2025-01-22,21:18,Sevilla,37.44503,-6.01189,Neumático,Turismo,Proveedor B,28.4,23.2,Grúa,76.86,Sí,No,4.6,
418,2024-12-04,12:17,Bilbao,43.15584,-2.93739,Combustible,Turismo,Proveedor D,14.1,20.9,Taxi,14.99,Sí,No,5.0,
419,2025-03-02,17:52,Oviedo,43.30306,-5.85153,Combustible,SUV,Proveedor B,0.7,30.4,Grúa,41.44,No,No,5.0,
420,2024-10-23,17:33,Bilbao,43.41468,-2.94493,Batería,Turismo,Proveedor A,43.3,31.3,Grúa,123.12,Sí,No,4.6,
421,2024-10-14,17:26,Sevilla,37.3032,-5.97801,Batería,Furgoneta,Proveedor C,28.3,36.2,Grúa,93.1,Sí,No,4.8,
422,2025-06-01,08:17,Valencia,39.38977,-0.31325,Motor,Turismo,Proveedor D,14.7,48.5,Grúa,141.26,Sí,Sí,3.2,
423,2024-10-18,09:20,Madrid,40.46388,-3.65045,Batería,Turismo,Proveedor A,24.9,24.1,Taxi,31.94,Sí,No,5.0,
424,2025-01-18,15:36,Barcelona,41.34147,2.21151,Batería,SUV,Proveedor C,18.4,49.3,N/A Reparado in-situ,17.39,Sí,Sí,4.3,
425,2024-11-15,10:16,Bilbao,43.20511,-2.93504,Combustible,SUV,Proveedor A,27.5,25.9,Grúa,73.43,Sí,No,4.5,
426,2025-03-12,09:57,Sevilla,37.32384,-5.89511,Caja de cambios,SUV,Proveedor A,22.1,44.8,Grúa,155.93,Sí,No,3.9,
427,2025-08-22,06:51,Valencia,39.50917,-0.4145,Motor,Turismo,Proveedor A,24.3,37.9,Grúa,166.18,Sí,No,4.5,
428,2025-01-26,18:53,Oviedo,43.29775,-6.0458,Neumático,Turismo,Proveedor B,22.6,44.7,Taxi,22.19,Sí,No,4.8,
429,2025-06-15,10:25,Madrid,40.44102,-3.68759,Motor,Turismo,Proveedor A,27.1,69.3,Grúa,203.83,Sí,Sí,2.2,
430,2025-06-22,22:20,Sevilla,37.41793,-5.94416,Neumático,Turismo,Proveedor C,7.7,33.3,Grúa,57.26,Sí,No,4.8,
431,2025-04-24,10:05,Barcelona,41.44346,2.22724,Accidente,Turismo,Proveedor C,2.4,89.5,Grúa,144.5,Sí,Sí,1.2,
432,2025-06-28,09:57,Oviedo,43.41602,-5.87095,Sistema eléctrico,SUV,Proveedor B,10.6,57.5,Grúa,86.16,Sí,Sí,4.7,
433,2025-07-07,14:09,Valencia,39.53545,-0.34239,Neumático,SUV,Proveedor C,27.7,31.4,Grúa,90.06,Sí,No,4.4,
434,2024-11-09,20:17,Oviedo,43.45259,-5.89087,Neumático,Turismo,Proveedor B,24.3,59.3,Grúa,73.21,Sí,Sí,3.6,
435,2025-03-31,09:11,Málaga,36.82456,-4.21437,Combustible,Turismo,Proveedor A,28.9,22.2,Grúa,74.07,Sí,No,5.0,
436,2025-04-25,06:48,Oviedo,43.23151,-5.90045,Combustible,Turismo,Proveedor B,0.0,35.2,Retorno Domicilio,20.68,Sí,No,4.7,
437,2025-06-14,15:31,Bilbao,43.19115,-3.00049,Combustible,Turismo,Proveedor B,2.8,20.4,Grúa,50.85,Sí,No,5.0,
438,2025-02-14,18:03,Oviedo,43.45227,-5.83685,Neumático,Turismo,Proveedor A,22.8,33.8,Retorno Domicilio,44.82,Sí,No,5.0,
439,2025-04-26,23:42,Valencia,39.34114,-0.43208,Caja de cambios,Turismo,Proveedor A,24.5,44.6,Grúa,187.62,Sí,No,3.4,
440,2025-07-16,14:22,Oviedo,43.43485,-5.90291,Batería,Turismo,Proveedor B,20.6,42.2,Taxi,21.39,Sí,No,4.5,
441,2025-08-14,19:35,Oviedo,43.34921,-5.88836,Motor,Moto,Proveedor A,7.5,57.4,Grúa,109.0,No,Sí,4.3,
442,2025-06-21,06:14,Zaragoza,41.50424,-0.91109,Motor,SUV,Proveedor D,19.7,57.3,Grúa,147.12,Sí,Sí,2.4,
443,2025-04-10,21:44,Sevilla,37.28972,-6.07455,Batería,Turismo,Proveedor A,15.6,27.4,Taxi,31.02,Sí,No,5.0,
444,2025-03-15,11:29,Zaragoza,41.58267,-0.82749,Batería,SUV,Proveedor C,11.2,28.5,N/A Reparado in-situ,25.19,Sí,No,5.0,
445,2025-08-15,07:31,Oviedo,43.33349,-5.95337,Batería,SUV,Proveedor B,26.4,36.7,Grúa,96.66,Sí,No,3.5,
446,2024-11-06,11:13,Sevilla,37.27544,-5.87133,Sistema eléctrico,Turismo,Proveedor B,26.7,58.6,Grúa,137.94,No,Sí,3.3,
447,2024-10-25,15:40,Zaragoza,41.63408,-1.03487,Batería,SUV,Proveedor A,9.7,23.8,Taxi,14.92,Sí,No,5.0,
448,2025-04-17,13:57,Oviedo,43.43598,-5.85669,Motor,SUV,Proveedor A,14.2,13.9,Grúa,125.07,Sí,No,4.6,
449,2025-05-31,20:13,Barcelona,41.44243,2.11956,Neumático,Moto,Proveedor C,3.4,29.9,Taxi,8.07,Sí,No,5.0,
450,2024-09-08,17:36,Zaragoza,41.63472,-0.87338,Batería,Furgoneta,Proveedor B,31.7,22.1,Grúa,88.89,Sí,No,4.9,
451,2025-08-05,09:10,Sevilla,37.38617,-5.93173,Batería,Turismo,Proveedor B,27.8,45.7,Grúa,90.74,Sí,Sí,3.6,
452,2024-09-27,07:09,Zaragoza,41.64317,-0.96097,Combustible,Turismo,Proveedor B,16.4,34.8,Grúa,48.31,Sí,No,5.0,
453,2024-11-22,21:13,Málaga,36.68842,-4.33967,Neumático,SUV,Proveedor C,18.4,36.9,N/A Reparado in-situ,5.25,Sí,No,5.0,
454,2025-07-14,20:06,Málaga,36.75231,-4.48755,Batería,Turismo,Proveedor B,27.8,33.0,Grúa,89.83,Sí,No,3.9,
455,2025-01-27,06:07,Barcelona,41.30326,1.9875,Motor,Turismo,Proveedor B,12.9,67.0,Grúa,149.44,Sí,Sí,3.4,
456,2024-09-09,22:38,Valencia,39.41022,-0.42922,Accidente,Turismo,Proveedor A,23.0,60.6,Grúa,222.18,Sí,Sí,1.3,
457,2025-01-08,14:57,Valencia,39.48406,-0.40207,Batería,SUV,Proveedor C,15.6,33.4,Taxi,30.18,Sí,No,5.0,
458,2025-03-14,06:23,Sevilla,37.55197,-5.94698,Batería,SUV,Proveedor A,34.9,48.5,Grúa,99.7,Sí,Sí,4.3,
459,2025-05-25,16:08,Bilbao,43.27979,-2.9561,Batería,Furgoneta,Proveedor B,17.4,15.8,Retorno Domicilio,39.55,Sí,No,5.0,
460,2024-09-13,19:00,Valencia,39.44403,-0.37514,Neumático,Turismo,Proveedor A,13.0,21.4,Retorno Domicilio,18.13,Sí,No,5.0,
461,2024-09-22,09:13,Sevilla,37.33755,-6.20363,Batería,Turismo,Proveedor A,37.0,41.7,Grúa,100.56,Sí,No,4.7,
462,2025-01-29,18:23,Barcelona,41.28462,2.23918,Neumático,Turismo,Proveedor A,17.9,42.8,Retorno Domicilio,27.44,Sí,No,4.1,
463,2024-11-08,13:11,Bilbao,43.2965,-2.91735,Batería,Furgoneta,Proveedor B,16.1,30.4,Grúa,84.48,Sí,No,4.5,
464,2025-04-29,16:14,Bilbao,43.15946,-2.94173,Batería,SUV,Proveedor A,11.4,35.2,Retorno Domicilio,37.82,Sí,No,5.0,
465,2025-07-23,23:25,Málaga,36.83763,-4.30704,Neumático,Turismo,Proveedor C,26.6,38.4,Grúa,100.02,Sí,No,3.7,
466,2024-12-04,11:44,Oviedo,43.44202,-5.92115,Batería,Turismo,Proveedor C,10.0,20.2,Retorno Domicilio,12.67,Sí,No,5.0,
467,2024-09-25,23:27,Bilbao,43.21563,-2.77032,Neumático,Turismo,Proveedor B,8.5,36.9,Taxi,29.72,Sí,No,4.6,
468,2025-08-21,15:28,Madrid,40.51119,-3.5382,Motor,Turismo,Proveedor C,10.7,56.8,Grúa,124.77,Sí,Sí,4.1,
469,2024-11-27,23:53,Sevilla,37.38234,-6.13466,Combustible,Moto,Proveedor D,9.4,21.8,Taxi,22.92,Sí,No,5.0,
470,2025-04-10,12:18,Bilbao,43.23101,-2.99461,Neumático,SUV,Proveedor B,12.6,24.6,Taxi,32.81,Sí,No,5.0,
471,2025-08-07,14:41,Bilbao,43.3409,-2.9111,Batería,Furgoneta,Proveedor B,17.7,29.2,Grúa,67.42,Sí,No,5.0,
472,2025-04-04,20:01,Madrid,40.44574,-3.67822,Sistema eléctrico,Furgoneta,Proveedor A,0.0,42.0,Grúa,75.6,Sí,No,4.5,
473,2025-05-14,16:49,Bilbao,43.10396,-3.08727,Caja de cambios,SUV,Proveedor B,11.4,62.4,Grúa,130.15,Sí,Sí,2.7,
474,2025-07-21,09:31,Oviedo,43.26224,-5.8076,Accidente,Turismo,Proveedor B,14.2,62.1,Grúa,170.9,Sí,Sí,3.5,
475,2025-02-04,22:47,Madrid,40.41318,-3.80245,Motor,Furgoneta,Proveedor C,14.2,48.7,Grúa,141.02,No,Sí,3.5,
476,2024-09-01,14:55,Málaga,36.70579,-4.51438,Accidente,Turismo,Proveedor B,12.7,51.8,Grúa,167.91,Sí,Sí,4.1,
477,2025-08-01,16:54,Zaragoza,41.69479,-0.93197,Batería,SUV,Proveedor D,8.6,30.9,N/A Reparado in-situ,18.6,Sí,No,4.5,
478,2025-04-01,15:57,Bilbao,43.18821,-3.08444,Motor,Turismo,Proveedor B,4.7,49.1,Grúa,119.34,Sí,Sí,3.1,
479,2025-07-27,08:40,Bilbao,43.18335,-2.87327,Neumático,SUV,Proveedor C,38.1,48.8,Grúa,98.14,Sí,Sí,4.2,
480,2025-02-02,06:43,Sevilla,37.40662,-6.05185,Neumático,Moto,Proveedor B,16.8,10.0,Taxi,25.57,Sí,No,5.0,
481,2025-07-09,22:38,Oviedo,43.24425,-5.78495,Batería,Turismo,Proveedor A,29.5,41.7,Grúa,95.09,Sí,No,4.4,
482,2024-11-18,16:32,Sevilla,37.46353,-6.10183,Motor,SUV,Proveedor A,21.5,25.6,Grúa,169.46,Sí,No,4.4,
483,2025-05-25,10:42,Zaragoza,41.4993,-0.85586,Batería,SUV,Proveedor D,21.6,16.7,Taxi,34.56,Sí,No,5.0,
484,2024-12-21,17:31,Bilbao,43.16391,-2.85815,Combustible,Turismo,Proveedor C,4.2,11.4,Taxi,13.44,Sí,No,5.0,
485,2025-06-17,17:00,Oviedo,43.40095,-5.708,Sistema eléctrico,Turismo,Proveedor A,11.5,31.7,Taxi,33.65,Sí,No,4.5,
486,2025-01-28,09:20,Madrid,40.41066,-3.68805,Sistema eléctrico,Turismo,Proveedor D,37.6,32.5,Grúa,159.59,No,No,3.7,
487,2025-02-20,22:21,Bilbao,43.266,-2.84766,Motor,Furgoneta,Proveedor B,4.0,21.8,Grúa,126.24,Sí,No,5.0,
488,2024-10-15,06:12,Málaga,36.75563,-4.35772,Sistema eléctrico,Turismo,Proveedor B,18.3,34.8,Grúa,98.21,Sí,No,4.8,
489,2025-01-28,23:31,Bilbao,43.34265,-3.0642,Batería,Turismo,Proveedor D,24.5,19.6,N/A Reparado in-situ,28.17,Sí,No,5.0,
490,2025-06-15,13:19,Valencia,39.56469,-0.45148,Motor,Turismo,Proveedor D,17.3,66.5,Grúa,167.18,Sí,Sí,2.9,
491,2024-12-14,21:23,Oviedo,43.35026,-5.94266,Caja de cambios,SUV,Proveedor C,25.3,36.1,Grúa,162.24,Sí,No,3.0,
492,2024-11-23,12:19,Valencia,39.48128,-0.32782,Sistema eléctrico,Moto,Proveedor A,21.3,42.2,Retorno Domicilio,54.94,Sí,No,4.7,
493,2024-11-25,23:25,Madrid,40.42311,-3.72653,Neumático,Moto,Proveedor B,26.3,20.1,Grúa,88.44,Sí,No,4.2,
494,2024-11-09,06:30,Bilbao,43.28219,-2.8961,Neumático,Moto,Proveedor D,16.9,28.9,Taxi,28.19,Sí,No,4.5,
495,2025-06-01,14:08,Madrid,40.33694,-3.6623,Batería,Turismo,Proveedor C,33.9,25.4,Grúa,115.02,Sí,No,4.9,
496,2024-12-03,06:46,Barcelona,41.27257,2.12225,Motor,SUV,Proveedor A,3.0,66.5,Grúa,108.87,Sí,Sí,2.9,
497,2025-07-04,21:11,Bilbao,43.33541,-2.94575,Combustible,Furgoneta,Proveedor B,20.0,40.9,Retorno Domicilio,49.01,Sí,No,4.7,
498,2024-10-08,09:44,Valencia,39.412,-0.41728,Neumático,Turismo,Proveedor D,14.8,32.9,Retorno Domicilio,14.87,Sí,No,4.8,
499,2025-05-13,22:22,Oviedo,43.37779,-5.865,Batería,Turismo,Proveedor C,19.7,39.7,N/A Reparado in-situ,17.28,Sí,No,4.8,
500,2025-04-03,10:04,Valencia,39.47586,-0.29425,Neumático,Turismo,Proveedor A,31.8,42.6,Grúa,98.57,Sí,No,3.7,
501,2025-01-31,15:30,Madrid,40.5334,-3.63947,Neumático,Turismo,Proveedor A,32.6,57.2,Grúa,80.98,Sí,Sí,3.7,
502,2025-07-26,08:35,Zaragoza,41.62051,-0.8903,Neumático,Turismo,Proveedor B,27.0,24.9,Grúa,92.18,Sí,No,5.0,
503,2024-09-08,18:13,Bilbao,43.39791,-2.98599,Neumático,Turismo,Proveedor B,10.1,47.3,Taxi,27.86,Sí,Sí,4.6,
504,2024-12-15,13:21,Málaga,36.7621,-4.47951,Batería,Turismo,Proveedor C,20.3,21.8,Taxi,24.29,Sí,No,5.0,
505,2024-12-28,23:40,Sevilla,37.39734,-5.94747,Neumático,Turismo,Proveedor A,31.2,30.1,Grúa,107.08,Sí,No,4.8,
506,2025-08-03,21:14,Oviedo,43.32709,-5.78756,Batería,SUV,Proveedor D,32.7,31.4,Grúa,85.13,Sí,No,5.0,
507,2024-09-04,08:54,Málaga,36.80708,-4.44584,Combustible,SUV,Proveedor C,25.3,34.3,Grúa,55.55,Sí,No,5.0,
508,2025-05-10,06:58,Málaga,36.66391,-4.44897,Neumático,Turismo,Proveedor B,30.9,39.7,Grúa,79.77,Sí,No,3.9,
509,2025-08-22,23:43,Bilbao,43.27828,-2.98511,Sistema eléctrico,Turismo,Proveedor B,14.1,69.9,Taxi,52.41,Sí,Sí,4.2,
510,2024-09-17,22:33,Zaragoza,41.82787,-0.96422,Neumático,SUV,Proveedor B,25.1,10.2,Grúa,71.92,Sí,No,4.7,
511,2024-10-31,22:13,Bilbao,43.17328,-2.93197,Neumático,Turismo,Proveedor C,21.9,24.1,Taxi,18.52,Sí,No,5.0,
512,2025-04-21,21:54,Zaragoza,41.55583,-0.76253,Motor,Turismo,Proveedor A,12.5,25.5,Grúa,131.13,Sí,No,4.9,
513,2024-09-03,11:37,Barcelona,41.3434,2.23232,Combustible,Turismo,Proveedor B,15.4,61.8,Taxi,21.81,Sí,Sí,4.4,
514,2025-02-09,18:53,Oviedo,43.2726,-5.93128,Neumático,Moto,Proveedor D,3.2,25.2,Taxi,14.37,Sí,No,5.0,
515,2025-04-02,20:15,Madrid,40.34858,-3.65881,Sistema eléctrico,Turismo,Proveedor B,25.9,23.7,Grúa,131.16,Sí,No,4.0,
516,2024-10-20,22:35,Madrid,40.57348,-3.63675,Accidente,Turismo,Proveedor B,8.9,73.7,Grúa,164.7,Sí,Sí,2.2,
517,2025-04-23,18:29,Málaga,36.78505,-4.48336,Caja de cambios,SUV,Proveedor C,7.8,46.9,Grúa,123.53,Sí,Sí,4.0,
518,2025-04-08,12:03,Sevilla,37.36996,-5.93084,Sistema eléctrico,Turismo,Proveedor A,26.9,58.5,Grúa,122.92,Sí,Sí,3.3,
519,2025-07-25,14:41,Barcelona,41.4681,2.0664,Motor,Moto,Proveedor B,14.7,73.8,Grúa,144.37,Sí,Sí,2.6,
520,2024-12-03,14:29,Madrid,40.49351,-3.61359,Motor,Turismo,Proveedor A,14.5,36.4,Grúa,159.36,Sí,No,3.7,
521,2025-04-08,22:25,Madrid,40.49244,-3.75356,Batería,Turismo,Proveedor A,13.9,33.2,N/A Reparado in-situ,22.3,Sí,No,3.8,
522,2025-01-15,17:20,Sevilla,37.3306,-5.91428,Batería,Turismo,Proveedor A,6.5,54.8,Taxi,7.94,Sí,Sí,5.0,
523,2024-09-09,17:06,Sevilla,37.46697,-5.93459,Caja de cambios,Turismo,Proveedor A,13.7,72.2,Grúa,136.16,No,Sí,2.7,
524,2024-08-31,11:07,Madrid,40.58847,-3.82739,Motor,Turismo,Proveedor B,4.5,57.0,Grúa,115.96,Sí,Sí,3.3,
525,2025-08-19,16:33,Valencia,39.45978,-0.29987,Combustible,Turismo,Proveedor A,22.4,11.4,Retorno Domicilio,40.78,Sí,No,5.0,
526,2025-07-03,06:54,Sevilla,37.36859,-6.09147,Combustible,Turismo,Proveedor D,16.3,40.1,N/A Reparado in-situ,20.39,Sí,No,4.9,
527,2025-07-17,16:25,Valencia,39.31455,-0.3766,Caja de cambios,Turismo,Proveedor A,22.4,62.0,Grúa,185.2,Sí,Sí,2.7,
528,2024-10-11,22:45,Oviedo,43.33265,-5.80906,Neumático,Turismo,Proveedor C,11.3,25.9,Taxi,12.48,Sí,No,5.0,
529,2025-03-22,07:37,Barcelona,41.28465,2.28667,Caja de cambios,Turismo,Proveedor C,16.5,47.7,Grúa,162.07,Sí,Sí,3.2,
530,2024-12-21,10:57,Sevilla,37.41897,-6.04728,Batería,Turismo,Proveedor C,4.9,23.7,Taxi,19.47,Sí,No,5.0,
531,2024-10-28,07:24,Oviedo,43.43843,-5.9611,Neumático,Turismo,Proveedor B,13.1,36.9,Taxi,24.44,Sí,No,5.0,
532,2025-01-11,06:07,Zaragoza,41.5334,-0.8799,Batería,Turismo,Proveedor A,14.0,35.4,Grúa,62.28,No,No,4.1,
533,2024-12-30,15:30,Málaga,36.69084,-4.52296,Sistema eléctrico,Turismo,Proveedor A,12.8,20.3,Retorno Domicilio,49.77,Sí,No,4.4,
534,2024-09-17,10:12,Valencia,39.49532,-0.42938,Neumático,SUV,Proveedor B,17.5,38.7,N/A Reparado in-situ,18.57,Sí,No,5.0,
535,2025-04-26,17:20,Barcelona,41.49998,2.15035,Combustible,Moto,Proveedor A,24.9,10.0,Taxi,32.52,Sí,No,5.0,
536,2024-12-01,10:03,Valencia,39.46105,-0.41352,Batería,Turismo,Proveedor A,30.5,38.8,Grúa,91.11,Sí,No,5.0,
537,2025-04-09,23:57,Zaragoza,41.55094,-0.77513,Accidente,Turismo,Proveedor D,30.7,55.2,Grúa,241.32,Sí,Sí,2.1,
538,2025-06-30,14:06,Barcelona,41.45478,2.217,Batería,Moto,Proveedor B,7.9,38.2,Grúa,69.88,Sí,No,4.0,
539,2025-01-16,17:57,Madrid,40.42144,-3.69313,Accidente,Moto,Proveedor B,32.3,46.8,Grúa,280.59,Sí,Sí,2.5,
540,2025-02-24,14:44,Zaragoza,41.6554,-0.91865,Combustible,Turismo,Proveedor C,12.7,22.3,Taxi,-8.33,Sí,No,5.0,
541,2024-12-30,08:54,Bilbao,43.18069,-2.95073,Batería,Turismo,Proveedor A,23.6,21.3,Taxi,38.02,Sí,No,5.0,
